ChargeSheet_ID,FIR_ID,Accused_ID,Crime_Type,Sections,Investigating_Officer,Court,Witness_Count,Evidence_Count,ChargeSheet_Date,Status
CS202500189,FIR202500288,P009195,Burglary,"BNS 331(3), BNS 331(4)",SI Ganesh Rao,Belagavi District & Sessions Court,10,6,2025-04-14,Pending Scrutiny
CS202500081,FIR202500765,P000698,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Bengaluru Rural District & Sessions Court,18,10,2025-04-14,Pending Scrutiny
CS202500218,FIR202503777,P009845,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Bidar District & Sessions Court,12,28,2025-04-14,Filed
CS202500054,FIR202503810,P003218,POCSO,"POCSO Act Sec 4, BNS 64",PI Suresh Kulkarni,Bagalkote District & Sessions Court,8,19,2025-04-14,Filed
CS202500128,FIR202504221,P003945,Robbery,BNS 309(4),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,17,4,2025-04-14,Accepted
CS202500085,FIR202500824,P001156,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Bidar District & Sessions Court,8,29,2025-04-14,Accepted
CS202500353,FIR202504084,P008313,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Bengaluru Rural District & Sessions Court,10,6,2025-04-14,Accepted
CS202500272,FIR202504250,P006418,Robbery,BNS 309(4),PI Harish Naik,Chikkaballapura District & Sessions Court,13,19,2025-04-15,Filed
CS202500297,FIR202501458,P009500,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Chamarajanagar District & Sessions Court,7,28,2025-04-15,Filed
CS202500215,FIR202502260,P009893,Burglary,"BNS 331(3), BNS 331(4)",PI Ramesh Gowda,Bagalkote District & Sessions Court,18,27,2025-04-15,Returned for Correction
CS202500192,FIR202500222,P001158,Dacoity,BNS 310(2),PI Chetan Kumar,Chamarajanagar District & Sessions Court,10,27,2025-04-15,Accepted
CS202500255,FIR202501379,P006744,Vehicle Theft,BNS 303(2),PI Harish Naik,Bengaluru Urban District & Sessions Court,4,9,2025-04-15,Accepted
CS202500077,FIR202503965,P006214,Robbery,BNS 309(4),PI Chetan Kumar,Bengaluru Rural District & Sessions Court,13,27,2025-04-15,Filed
CS202500357,FIR202500711,P004369,Theft,BNS 303(2),PI Naveen Patil,Bengaluru Urban District & Sessions Court,4,28,2025-04-15,Accepted
CS202500014,FIR202504817,P002360,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Chamarajanagar District & Sessions Court,8,6,2025-04-15,Filed
CS202500041,FIR202501460,P005683,Dacoity,BNS 310(2),SI Mahesh Bhat,Belagavi District & Sessions Court,15,22,2025-04-16,Accepted
CS202500360,FIR202502251,P002490,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Ballari District & Sessions Court,15,21,2025-04-16,Pending Scrutiny
CS202500091,FIR202501784,P001028,NDPS,NDPS Act Sec 20(b),SI Prakash Sharma,Chamarajanagar District & Sessions Court,14,15,2025-04-17,Accepted
CS202500368,FIR202500595,P006612,Murder,BNS 103(1),SI Divya Hegde,Chikkaballapura District & Sessions Court,18,11,2025-04-17,Returned for Correction
CS202500391,FIR202503121,P008341,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Belagavi District & Sessions Court,15,12,2025-04-17,Accepted
CS202500299,FIR202504465,P001894,Fraud,BNS 318(4),SI Prakash Sharma,Chamarajanagar District & Sessions Court,16,28,2025-04-17,Pending Scrutiny
CS202500305,FIR202502086,P000004,Dacoity,BNS 310(2),SI Ganesh Rao,Chikkaballapura District & Sessions Court,12,3,2025-04-17,Pending Scrutiny
CS202500344,FIR202501446,P004761,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Bengaluru Rural District & Sessions Court,18,9,2025-04-17,Filed
CS202500328,FIR202501214,P006832,Burglary,"BNS 331(3), BNS 331(4)",PI Chetan Kumar,Belagavi District & Sessions Court,16,16,2025-04-18,Filed
CS202500250,FIR202503175,P001446,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Belagavi District & Sessions Court,3,6,2025-04-18,Accepted
CS202500306,FIR202502553,P009465,Dacoity,BNS 310(2),SI Divya Hegde,Belagavi District & Sessions Court,7,10,2025-04-18,Filed
CS202500268,FIR202501955,P008203,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Chamarajanagar District & Sessions Court,5,27,2025-04-18,Returned for Correction
CS202500352,FIR202503290,P009549,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Bengaluru Rural District & Sessions Court,15,5,2025-04-18,Accepted
CS202500119,FIR202504285,P004019,Robbery,BNS 309(4),PI Naveen Patil,Bidar District & Sessions Court,4,24,2025-04-18,Accepted
CS202500311,FIR202503862,P009823,Dacoity,BNS 310(2),PI Suresh Kulkarni,Belagavi District & Sessions Court,4,6,2025-04-18,Filed
CS202500206,FIR202500218,P002047,Murder,BNS 103(1),PI Ramesh Gowda,Ballari District & Sessions Court,18,9,2025-04-18,Returned for Correction
CS202500185,FIR202504235,P001798,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,2,22,2025-04-19,Pending Scrutiny
CS202500181,FIR202501442,P009707,Fraud,BNS 318(4),PI Ramesh Gowda,Belagavi District & Sessions Court,15,6,2025-04-19,Pending Scrutiny
CS202500249,FIR202501947,P001928,Dacoity,BNS 310(2),PI Harish Naik,Bengaluru Rural District & Sessions Court,5,17,2025-04-20,Filed
CS202500296,FIR202504770,P008075,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Bengaluru Urban District & Sessions Court,2,8,2025-04-20,Filed
CS202500146,FIR202503113,P001821,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,3,24,2025-04-20,Returned for Correction
CS202500219,FIR202503566,P007946,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,2,9,2025-04-20,Filed
CS202500157,FIR202504531,P000956,NDPS,NDPS Act Sec 20(b),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,5,21,2025-04-21,Returned for Correction
CS202500267,FIR202502238,P002974,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Bengaluru Rural District & Sessions Court,12,4,2025-04-21,Accepted
CS202500270,FIR202502063,P000645,Theft,BNS 303(2),SI Mahesh Bhat,Chamarajanagar District & Sessions Court,4,8,2025-04-21,Filed
CS202500127,FIR202500773,P003862,Robbery,BNS 309(4),PI Harish Naik,Chamarajanagar District & Sessions Court,8,6,2025-04-21,Accepted
CS202500277,FIR202503360,P006213,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Ballari District & Sessions Court,15,20,2025-04-21,Accepted
CS202500046,FIR202503065,P000075,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,13,8,2025-04-21,Pending Scrutiny
CS202500124,FIR202504659,P005338,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Bidar District & Sessions Court,17,9,2025-04-21,Filed
CS202500421,FIR202504064,P006387,Burglary,"BNS 331(3), BNS 331(4)",SI Ravi Kumar,Chikkaballapura District & Sessions Court,12,13,2025-04-21,Filed
CS202500037,FIR202503823,P008452,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,17,22,2025-04-22,Accepted
CS202500170,FIR202501795,P004960,Theft,BNS 303(2),SI Divya Hegde,Ballari District & Sessions Court,16,14,2025-04-22,Returned for Correction
CS202500254,FIR202501389,P000464,Fraud,BNS 318(4),PI Harish Naik,Bagalkote District & Sessions Court,9,12,2025-04-22,Filed
CS202500286,FIR202504812,P008506,Burglary,"BNS 331(3), BNS 331(4)",SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,10,14,2025-04-22,Pending Scrutiny
CS202500053,FIR202504788,P005116,POCSO,"POCSO Act Sec 4, BNS 64",PI Harish Naik,Belagavi District & Sessions Court,6,10,2025-04-23,Accepted
CS202500191,FIR202502621,P002104,Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,16,5,2025-04-23,Filed
CS202500134,FIR202502487,P004593,Murder,BNS 103(1),SI Divya Hegde,Bengaluru Rural District & Sessions Court,18,24,2025-04-23,Returned for Correction
CS202500239,FIR202502017,P009143,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Bidar District & Sessions Court,8,11,2025-04-23,Filed
CS202500115,FIR202501830,P008645,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Ballari District & Sessions Court,4,21,2025-04-24,Pending Scrutiny
CS202500175,FIR202501224,P000644,POCSO,"POCSO Act Sec 4, BNS 64",PI Chetan Kumar,Bengaluru Rural District & Sessions Court,10,24,2025-04-24,Returned for Correction
CS202500144,FIR202503397,P002607,Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,3,25,2025-04-24,Returned for Correction
CS202500021,FIR202500128,P009699,Theft,BNS 303(2),SI Divya Hegde,Chamarajanagar District & Sessions Court,12,10,2025-04-24,Accepted
CS202500336,FIR202503627,P004264,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Bagalkote District & Sessions Court,14,24,2025-04-24,Accepted
CS202500375,FIR202501265,P002847,NDPS,NDPS Act Sec 20(b),SI Divya Hegde,Bidar District & Sessions Court,3,10,2025-04-24,Accepted
CS202500298,FIR202504021,P000779,Theft,BNS 303(2),SI Ganesh Rao,Chamarajanagar District & Sessions Court,18,23,2025-04-24,Pending Scrutiny
CS202500320,FIR202503542,P003434,Murder,BNS 103(1),PI Suresh Kulkarni,Bidar District & Sessions Court,6,14,2025-04-24,Accepted
CS202500284,FIR202503660,P003668,Vehicle Theft,BNS 303(2),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,7,15,2025-04-25,Returned for Correction
CS202500098,FIR202503382,P009576,Robbery,BNS 309(4),SI Prakash Sharma,Belagavi District & Sessions Court,3,28,2025-04-25,Accepted
CS202500312,FIR202504341,P004345,NDPS,NDPS Act Sec 20(b),PI Harish Naik,Bagalkote District & Sessions Court,3,25,2025-04-26,Pending Scrutiny
CS202500393,FIR202501862,P001636,Murder,BNS 103(1),PI Lakshmi Devi,Ballari District & Sessions Court,7,20,2025-04-26,Pending Scrutiny
CS202500242,FIR202503943,P007181,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Bengaluru Urban District & Sessions Court,3,15,2025-04-26,Filed
CS202500449,FIR202501464,P003600,NDPS,NDPS Act Sec 20(b),SI Mahesh Bhat,Chamarajanagar District & Sessions Court,10,9,2025-04-26,Accepted
CS202500229,FIR202503505,P008831,Dacoity,BNS 310(2),SI Prakash Sharma,Ballari District & Sessions Court,11,24,2025-04-26,Returned for Correction
CS202500212,FIR202504768,P001730,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Chamarajanagar District & Sessions Court,7,23,2025-04-26,Filed
CS202500163,FIR202504204,P001983,POCSO,"POCSO Act Sec 4, BNS 64",PI Naveen Patil,Ballari District & Sessions Court,12,11,2025-04-26,Filed
CS202500140,FIR202501809,P007741,Dacoity,BNS 310(2),SI Ravi Kumar,Belagavi District & Sessions Court,10,27,2025-04-27,Filed
CS202500269,FIR202504398,P007322,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,7,23,2025-04-28,Returned for Correction
CS202500090,FIR202502492,P003845,Burglary,"BNS 331(3), BNS 331(4)",PI Ramesh Gowda,Chamarajanagar District & Sessions Court,4,30,2025-04-28,Accepted
CS202500154,FIR202503454,P006870,Vehicle Theft,BNS 303(2),SI Divya Hegde,Belagavi District & Sessions Court,6,7,2025-04-28,Filed
CS202500199,FIR202503158,P001161,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Ballari District & Sessions Court,11,20,2025-04-28,Pending Scrutiny
CS202500045,FIR202502588,P005209,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,5,17,2025-04-29,Returned for Correction
CS202500158,FIR202501994,P004873,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Belagavi District & Sessions Court,3,16,2025-04-29,Accepted
CS202500447,FIR202504361,P007857,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,16,8,2025-04-29,Filed
CS202500110,FIR202500269,P004834,Fraud,BNS 318(4),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,2,8,2025-04-29,Returned for Correction
CS202500387,FIR202501459,P004343,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Prakash Sharma,Chamarajanagar District & Sessions Court,3,22,2025-04-29,Filed
CS202500168,FIR202503954,P002647,Dacoity,BNS 310(2),SI Ganesh Rao,Chikkaballapura District & Sessions Court,8,4,2025-04-29,Pending Scrutiny
CS202500210,FIR202500396,P008692,Vehicle Theft,BNS 303(2),PI Harish Naik,Bagalkote District & Sessions Court,12,18,2025-04-29,Returned for Correction
CS202500339,FIR202502397,P008670,NDPS,NDPS Act Sec 20(b),SI Divya Hegde,Bengaluru Rural District & Sessions Court,3,9,2025-04-29,Accepted
CS202500262,FIR202502114,P000824,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Chamarajanagar District & Sessions Court,3,14,2025-04-30,Returned for Correction
CS202500088,FIR202503948,P006960,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Bidar District & Sessions Court,11,23,2025-04-30,Returned for Correction
CS202500183,FIR202502046,P008060,Robbery,BNS 309(4),SI Ravi Kumar,Chikkaballapura District & Sessions Court,10,22,2025-04-30,Returned for Correction
CS202500155,FIR202501907,P009250,Theft,BNS 303(2),PI Naveen Patil,Chamarajanagar District & Sessions Court,12,27,2025-04-30,Pending Scrutiny
CS202500161,FIR202503498,P004337,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,11,13,2025-04-30,Accepted
CS202500198,FIR202500878,P003660,Fraud,BNS 318(4),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,13,11,2025-04-30,Returned for Correction
CS202500116,FIR202500378,P005198,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Ballari District & Sessions Court,10,16,2025-04-30,Returned for Correction
CS202500290,FIR202504069,P008309,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Belagavi District & Sessions Court,3,22,2025-05-01,Accepted
CS202500295,FIR202504174,P008980,Dacoity,BNS 310(2),SI Divya Hegde,Bagalkote District & Sessions Court,14,17,2025-05-01,Accepted
CS202500197,FIR202502425,P009824,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Bidar District & Sessions Court,11,18,2025-05-01,Pending Scrutiny
CS202500142,FIR202501615,P004859,Robbery,BNS 309(4),SI Divya Hegde,Chikkaballapura District & Sessions Court,3,29,2025-05-01,Accepted
CS202500258,FIR202502156,P008910,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Chikkaballapura District & Sessions Court,12,28,2025-05-01,Pending Scrutiny
CS202500164,FIR202503791,P000237,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Chikkaballapura District & Sessions Court,3,28,2025-05-01,Accepted
CS202500138,FIR202504170,P000033,NDPS,NDPS Act Sec 20(b),SI Divya Hegde,Chamarajanagar District & Sessions Court,13,3,2025-05-01,Pending Scrutiny
CS202500233,FIR202500431,P002125,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Belagavi District & Sessions Court,11,14,2025-05-01,Pending Scrutiny
CS202500316,FIR202500247,P006316,Vehicle Theft,BNS 303(2),SI Ganesh Rao,Chamarajanagar District & Sessions Court,3,14,2025-05-02,Pending Scrutiny
CS202500315,FIR202501736,P004183,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,14,10,2025-05-02,Filed
CS202500193,FIR202500134,P004927,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Belagavi District & Sessions Court,8,10,2025-05-02,Accepted
CS202500082,FIR202500510,P000577,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Chamarajanagar District & Sessions Court,8,11,2025-05-02,Returned for Correction
CS202500238,FIR202500021,P009855,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,2,8,2025-05-03,Pending Scrutiny
CS202500356,FIR202501979,P006501,Fraud,BNS 318(4),PI Suresh Kulkarni,Bidar District & Sessions Court,9,14,2025-05-03,Returned for Correction
CS202500283,FIR202501681,P001218,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Chamarajanagar District & Sessions Court,17,15,2025-05-03,Returned for Correction
CS202500313,FIR202502145,P004827,NDPS,NDPS Act Sec 20(b),SI Prakash Sharma,Bengaluru Rural District & Sessions Court,12,4,2025-05-03,Returned for Correction
CS202500322,FIR202500822,P008115,Burglary,"BNS 331(3), BNS 331(4)",PI Ramesh Gowda,Bidar District & Sessions Court,8,19,2025-05-04,Filed
CS202500243,FIR202500799,P007499,Murder,BNS 103(1),SI Divya Hegde,Bidar District & Sessions Court,11,7,2025-05-04,Filed
CS202500111,FIR202502054,P005383,Burglary,"BNS 331(3), BNS 331(4)",PI Chetan Kumar,Bagalkote District & Sessions Court,2,21,2025-05-04,Filed
CS202500342,FIR202500699,P001073,Robbery,BNS 309(4),PI Harish Naik,Bengaluru Urban District & Sessions Court,4,12,2025-05-04,Filed
CS202500358,FIR202501913,P009302,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Bagalkote District & Sessions Court,6,25,2025-05-04,Pending Scrutiny
CS202500237,FIR202500767,P002337,Vehicle Theft,BNS 303(2),PI Harish Naik,Bengaluru Urban District & Sessions Court,9,30,2025-05-04,Pending Scrutiny
CS202500120,FIR202501299,P000432,Burglary,"BNS 331(3), BNS 331(4)",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,7,27,2025-05-04,Filed
CS202500264,FIR202501869,P001620,Dacoity,BNS 310(2),PI Naveen Patil,Bidar District & Sessions Court,13,16,2025-05-04,Accepted
CS202500252,FIR202501088,P003538,Dacoity,BNS 310(2),PI Ramesh Gowda,Bidar District & Sessions Court,13,29,2025-05-05,Pending Scrutiny
CS202500186,FIR202502884,P008329,Theft,BNS 303(2),PI Naveen Patil,Belagavi District & Sessions Court,7,23,2025-05-05,Pending Scrutiny
CS202500273,FIR202501927,P007599,Vehicle Theft,BNS 303(2),SI Divya Hegde,Bagalkote District & Sessions Court,4,21,2025-05-05,Filed
CS202500172,FIR202504811,P007496,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Bidar District & Sessions Court,7,9,2025-05-05,Filed
CS202500334,FIR202503104,P000264,Theft,BNS 303(2),SI Ravi Kumar,Chikkaballapura District & Sessions Court,7,15,2025-05-06,Returned for Correction
CS202500280,FIR202502161,P009663,Theft,BNS 303(2),SI Mahesh Bhat,Bidar District & Sessions Court,16,25,2025-05-06,Pending Scrutiny
CS202500279,FIR202502437,P008746,Fraud,BNS 318(4),SI Divya Hegde,Chamarajanagar District & Sessions Court,18,18,2025-05-06,Returned for Correction
CS202500341,FIR202503335,P004581,Robbery,BNS 309(4),SI Ganesh Rao,Bidar District & Sessions Court,15,8,2025-05-06,Returned for Correction
CS202500333,FIR202503812,P003832,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Chikkaballapura District & Sessions Court,16,25,2025-05-06,Returned for Correction
CS202500503,FIR202504180,P000504,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Chamarajanagar District & Sessions Court,2,30,2025-05-06,Returned for Correction
CS202500392,FIR202500379,P005957,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,18,29,2025-05-06,Returned for Correction
CS202500326,FIR202504837,P008613,Fraud,BNS 318(4),PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,14,24,2025-05-06,Accepted
CS202500324,FIR202501541,P001496,Dacoity,BNS 310(2),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,13,3,2025-05-07,Accepted
CS202500213,FIR202503919,P001661,Dacoity,BNS 310(2),SI Mahesh Bhat,Bagalkote District & Sessions Court,3,26,2025-05-07,Filed
CS202500338,FIR202504741,P009961,Dacoity,BNS 310(2),PI Harish Naik,Chamarajanagar District & Sessions Court,6,10,2025-05-07,Accepted
CS202500231,FIR202502645,P001638,Fraud,BNS 318(4),SI Divya Hegde,Chikkaballapura District & Sessions Court,16,13,2025-05-07,Returned for Correction
CS202500454,FIR202501163,P000536,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,2,19,2025-05-08,Accepted
CS202500281,FIR202503876,P000055,Fraud,BNS 318(4),SI Ravi Kumar,Bagalkote District & Sessions Court,12,29,2025-05-08,Returned for Correction
CS202500425,FIR202500909,P003048,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,17,19,2025-05-08,Pending Scrutiny
CS202500222,FIR202501967,P002272,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Chamarajanagar District & Sessions Court,2,17,2025-05-08,Returned for Correction
CS202500351,FIR202504030,P005267,NDPS,NDPS Act Sec 20(b),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,3,24,2025-05-09,Pending Scrutiny
CS202500285,FIR202503634,P007925,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Ballari District & Sessions Court,16,26,2025-05-09,Returned for Correction
CS202500169,FIR202504141,P007526,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Belagavi District & Sessions Court,9,24,2025-05-09,Accepted
CS202500428,FIR202503575,P000169,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Chikkaballapura District & Sessions Court,5,27,2025-05-10,Returned for Correction
CS202500220,FIR202502149,P009330,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Bagalkote District & Sessions Court,8,8,2025-05-10,Pending Scrutiny
CS202500317,FIR202504748,P004585,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Bengaluru Urban District & Sessions Court,2,29,2025-05-10,Accepted
CS202500412,FIR202503953,P006442,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Bengaluru Rural District & Sessions Court,13,15,2025-05-10,Accepted
